"train/global_step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - train/loss","MIN","MAX"
"85838","85837","85837","85837","2.9743","2.9743","2.9743"
"85841","85840","85840","85840","2.9929","2.9929","2.9929"
"85844","85843","85843","85843","2.9774","2.9774","2.9774"
"85846","85845","85845","85845","2.9939","2.9939","2.9939"
"85853","85852","85852","85852","3.0064","3.0064","3.0064"
"85860","85859","85859","85859","2.9968","2.9968","2.9968"
"85880","85879","85879","85879","3.0228","3.0228","3.0228"
"85897","85896","85896","85896","2.9716","2.9716","2.9716"
"85919","85918","85918","85918","3.0034","3.0034","3.0034"
"85926","85925","85925","85925","2.997","2.997","2.997"
"85932","85931","85931","85931","3.0093","3.0093","3.0093"
"85938","85937","85937","85937","2.9976","2.9976","2.9976"
"85940","85939","85939","85939","2.9952","2.9952","2.9952"
"85952","85951","85951","85951","2.9963","2.9963","2.9963"
"85953","85952","85952","85952","2.992","2.992","2.992"
"85961","85960","85960","85960","2.9908","2.9908","2.9908"
"85990","85989","85989","85989","2.9847","2.9847","2.9847"
"86007","86006","86006","86006","9.1586","9.1586","9.1586"
"86009","86008","86008","86008","8.7567","8.7567","8.7567"
"86026","86025","86025","86025","7.257","7.257","7.257"
"86029","86028","86028","86028","7.1036","7.1036","7.1036"
"86039","86038","86038","86038","6.8269","6.8269","6.8269"
"86050","86049","86049","86049","6.5141","6.5141","6.5141"
"86058","86057","86057","86057","6.3597","6.3597","6.3597"
"86066","86065","86065","86065","6.2274","6.2274","6.2274"
"86101","86100","86100","86100","5.7788","5.7788","5.7788"
"86105","86104","86104","86104","5.7293","5.7293","5.7293"
"86106","86105","86105","86105","5.7621","5.7621","5.7621"
"86109","86108","86108","86108","5.7216","5.7216","5.7216"
"86115","86114","86114","86114","5.6337","5.6337","5.6337"
"86116","86115","86115","86115","5.6265","5.6265","5.6265"
"86121","86120","86120","86120","5.6162","5.6162","5.6162"
"86147","86146","86146","86146","5.5636","5.5636","5.5636"
"86168","86167","86167","86167","5.1484","5.1484","5.1484"
"86175","86174","86174","86174","5.2438","5.2438","5.2438"
"86184","86183","86183","86183","5.073","5.073","5.073"
"86203","86202","86202","86202","4.8087","4.8087","4.8087"
"86205","86204","86204","86204","4.7632","4.7632","4.7632"
"86221","86220","86220","86220","4.4727","4.4727","4.4727"
"86228","86227","86227","86227","4.331","4.331","4.331"
"86232","86231","86231","86231","4.2993","4.2993","4.2993"
"86242","86241","86241","86241","4.7225","4.7225","4.7225"
"86243","86242","86242","86242","4.7227","4.7227","4.7227"
"86249","86248","86248","86248","4.4581","4.4581","4.4581"
"86257","86256","86256","86256","4.6501","4.6501","4.6501"
"86274","86273","86273","86273","4.3371","4.3371","4.3371"
"86279","86278","86278","86278","4.2565","4.2565","4.2565"
"86289","86288","86288","86288","4.1666","4.1666","4.1666"
"86290","86289","86289","86289","4.181","4.181","4.181"
"86305","86304","86304","86304","4.0459","4.0459","4.0459"
"86306","86305","86305","86305","4.0477","4.0477","4.0477"
"86315","86314","86314","86314","4.4334","4.4334","4.4334"
"86321","86320","86320","86320","4.462","4.462","4.462"
"86326","86325","86325","86325","4.3152","4.3152","4.3152"
"86330","86329","86329","86329","4.27","4.27","4.27"
"86332","86331","86331","86331","4.2504","4.2504","4.2504"
"86373","86372","86372","86372","3.9324","3.9324","3.9324"
"86381","86380","86380","86380","3.8927","3.8927","3.8927"
"86386","86385","86385","86385","3.8972","3.8972","3.8972"
"86397","86396","86396","86396","6.3028","6.3028","6.3028"
"86399","86398","86398","86398","5.2158","5.2158","5.2158"
"86402","86401","86401","86401","4.8771","4.8771","4.8771"
"86419","86418","86418","86418","4.1834","4.1834","4.1834"
"86428","86427","86427","86427","4.0556","4.0556","4.0556"
"86436","86435","86435","86435","3.9916","3.9916","3.9916"
"86442","86441","86441","86441","3.9386","3.9386","3.9386"
"86445","86444","86444","86444","3.9519","3.9519","3.9519"
"86457","86456","86456","86456","3.8458","3.8458","3.8458"
"86471","86470","86470","86470","3.8345","3.8345","3.8345"
"86476","86475","86475","86475","3.8423","3.8423","3.8423"
"86477","86476","86476","86476","3.8118","3.8118","3.8118"
"86483","86482","86482","86482","3.8345","3.8345","3.8345"
"86486","86485","86485","86485","3.8279","3.8279","3.8279"
"86505","86504","86504","86504","3.7711","3.7711","3.7711"
"86534","86533","86533","86533","3.7069","3.7069","3.7069"
"86539","86538","86538","86538","3.6952","3.6952","3.6952"
"86618","86617","86617","86617","3.7304","3.7304","3.7304"
"86634","86633","86633","86633","3.6685","3.6685","3.6685"
"86645","86644","86644","86644","3.6433","3.6433","3.6433"
"86661","86660","86660","86660","3.6147","3.6147","3.6147"
"86676","86675","86675","86675","3.5889","3.5889","3.5889"
"86680","86679","86679","86679","3.5641","3.5641","3.5641"
"86691","86690","86690","86690","3.5733","3.5733","3.5733"
"86706","86705","86705","86705","3.7708","3.7708","3.7708"
"86709","86708","86708","86708","3.7464","3.7464","3.7464"
"86720","86719","86719","86719","3.65","3.65","3.65"
"86728","86727","86727","86727","3.6057","3.6057","3.6057"
"86739","86738","86738","86738","3.5345","3.5345","3.5345"
"86757","86756","86756","86756","3.5292","3.5292","3.5292"
"86763","86762","86762","86762","3.5286","3.5286","3.5286"
"86816","86815","86815","86815","3.5517","3.5517","3.5517"
"86833","86832","86832","86832","3.4834","3.4834","3.4834"
"86834","86833","86833","86833","3.4475","3.4475","3.4475"
"86842","86841","86841","86841","3.4548","3.4548","3.4548"
"86849","86848","86848","86848","3.4345","3.4345","3.4345"
"86855","86854","86854","86854","3.4231","3.4231","3.4231"
"86860","86859","86859","86859","3.4548","3.4548","3.4548"
"86864","86863","86863","86863","3.4476","3.4476","3.4476"
"86877","86876","86876","86876","3.4136","3.4136","3.4136"
"86880","86879","86879","86879","3.4202","3.4202","3.4202"
"86900","86899","86899","86899","3.426","3.426","3.426"
"86918","86917","86917","86917","3.4082","3.4082","3.4082"
"86941","86940","86940","86940","3.8657","3.8657","3.8657"
"86956","86955","86955","86955","3.5611","3.5611","3.5611"
"86959","86958","86958","86958","3.5165","3.5165","3.5165"
"86969","86968","86968","86968","3.7983","3.7983","3.7983"
"86983","86982","86982","86982","3.6402","3.6402","3.6402"
"86986","86985","86985","86985","3.6086","3.6086","3.6086"
"87002","87001","87001","87001","3.507","3.507","3.507"
"87017","87016","87016","87016","3.4816","3.4816","3.4816"
"87024","87023","87023","87023","3.4353","3.4353","3.4353"
"87027","87026","87026","87026","3.4155","3.4155","3.4155"
"87031","87030","87030","87030","3.4203","3.4203","3.4203"
"87037","87036","87036","87036","3.4268","3.4268","3.4268"
"87043","87042","87042","87042","3.4068","3.4068","3.4068"
"87046","87045","87045","87045","3.4289","3.4289","3.4289"
"87047","87046","87046","87046","3.4258","3.4258","3.4258"
"87051","87050","87050","87050","3.4134","3.4134","3.4134"
"87063","87062","87062","87062","3.3826","3.3826","3.3826"
"87072","87071","87071","87071","3.4178","3.4178","3.4178"
"87078","87077","87077","87077","3.4195","3.4195","3.4195"
"87081","87080","87080","87080","3.3997","3.3997","3.3997"
"87103","87102","87102","87102","3.3733","3.3733","3.3733"
"87104","87103","87103","87103","3.3703","3.3703","3.3703"
"87114","87113","87113","87113","3.3572","3.3572","3.3572"
"87154","87153","87153","87153","3.3595","3.3595","3.3595"
"87174","87173","87173","87173","3.3159","3.3159","3.3159"
"87178","87177","87177","87177","3.3468","3.3468","3.3468"
"87186","87185","87185","87185","3.3312","3.3312","3.3312"
"87193","87192","87192","87192","3.3319","3.3319","3.3319"
"87201","87200","87200","87200","3.3564","3.3564","3.3564"
"87202","87201","87201","87201","3.3254","3.3254","3.3254"
"87218","87217","87217","87217","3.3153","3.3153","3.3153"
"87227","87226","87226","87226","3.3021","3.3021","3.3021"
"87244","87243","87243","87243","3.2818","3.2818","3.2818"
"87247","87246","87246","87246","3.3051","3.3051","3.3051"
"87253","87252","87252","87252","3.32","3.32","3.32"
"87265","87264","87264","87264","3.3188","3.3188","3.3188"
"87268","87267","87267","87267","3.3071","3.3071","3.3071"
"87274","87273","87273","87273","3.317","3.317","3.317"
"87280","87279","87279","87279","3.2826","3.2826","3.2826"
"87296","87295","87295","87295","3.3202","3.3202","3.3202"
"87305","87304","87304","87304","3.2987","3.2987","3.2987"
"87309","87308","87308","87308","3.2746","3.2746","3.2746"
"87311","87310","87310","87310","3.2746","3.2746","3.2746"
"87319","87318","87318","87318","3.2646","3.2646","3.2646"
"87347","87346","87346","87346","3.9005","3.9005","3.9005"
"87374","87373","87373","87373","3.5409","3.5409","3.5409"
"87396","87395","87395","87395","3.5264","3.5264","3.5264"
"87397","87396","87396","87396","3.5191","3.5191","3.5191"
"87400","87399","87399","87399","3.4669","3.4669","3.4669"
"87403","87402","87402","87402","3.494","3.494","3.494"
"87414","87413","87413","87413","3.5008","3.5008","3.5008"
"87426","87425","87425","87425","3.4527","3.4527","3.4527"
"87446","87445","87445","87445","3.3668","3.3668","3.3668"
"87480","87479","87479","87479","3.3521","3.3521","3.3521"
"87482","87481","87481","87481","3.3577","3.3577","3.3577"
"87484","87483","87483","87483","3.3361","3.3361","3.3361"
"87491","87490","87490","87490","3.3324","3.3324","3.3324"
"87495","87494","87494","87494","3.3032","3.3032","3.3032"
"87499","87498","87498","87498","3.3203","3.3203","3.3203"
"87502","87501","87501","87501","3.3368","3.3368","3.3368"
"87520","87519","87519","87519","3.3384","3.3384","3.3384"
"87522","87521","87521","87521","3.3422","3.3422","3.3422"
"87559","87558","87558","87558","3.315","3.315","3.315"
"87584","87583","87583","87583","3.3111","3.3111","3.3111"
"87586","87585","87585","87585","3.2692","3.2692","3.2692"
"87590","87589","87589","87589","3.2897","3.2897","3.2897"
"87614","87613","87613","87613","3.2802","3.2802","3.2802"
"87622","87621","87621","87621","3.2682","3.2682","3.2682"
"87629","87628","87628","87628","3.2555","3.2555","3.2555"
"87641","87640","87640","87640","3.2868","3.2868","3.2868"
"87645","87644","87644","87644","3.2756","3.2756","3.2756"
"87657","87656","87656","87656","3.3118","3.3118","3.3118"
"87663","87662","87662","87662","3.2735","3.2735","3.2735"
"87673","87672","87672","87672","3.2759","3.2759","3.2759"
"87677","87676","87676","87676","3.2855","3.2855","3.2855"
"87685","87684","87684","87684","3.264","3.264","3.264"
"87687","87686","87686","87686","3.2473","3.2473","3.2473"
"87694","87693","87693","87693","3.271","3.271","3.271"
"87726","87725","87725","87725","3.2303","3.2303","3.2303"
"87730","87729","87729","87729","3.2643","3.2643","3.2643"
"87745","87744","87744","87744","3.248","3.248","3.248"
"87748","87747","87747","87747","3.2556","3.2556","3.2556"
"87753","87752","87752","87752","3.2403","3.2403","3.2403"
"87804","87803","87803","87803","3.2423","3.2423","3.2423"
"87812","87811","87811","87811","3.2461","3.2461","3.2461"
"87814","87813","87813","87813","3.2468","3.2468","3.2468"
"87816","87815","87815","87815","3.2388","3.2388","3.2388"
"87819","87818","87818","87818","3.2364","3.2364","3.2364"
"87852","87851","87851","87851","3.2093","3.2093","3.2093"
"87872","87871","87871","87871","3.2538","3.2538","3.2538"
"87883","87882","87882","87882","3.2223","3.2223","3.2223"
"87889","87888","87888","87888","3.223","3.223","3.223"
"87892","87891","87891","87891","3.2147","3.2147","3.2147"
"87903","87902","87902","87902","3.2215","3.2215","3.2215"
"87908","87907","87907","87907","3.2539","3.2539","3.2539"
"87913","87912","87912","87912","3.1939","3.1939","3.1939"
"87916","87915","87915","87915","3.2214","3.2214","3.2214"
"87929","87928","87928","87928","3.2176","3.2176","3.2176"
"87952","87951","87951","87951","3.2197","3.2197","3.2197"
"87966","87965","87965","87965","3.2017","3.2017","3.2017"
"87991","87990","87990","87990","3.2029","3.2029","3.2029"
"87993","87992","87992","87992","3.1901","3.1901","3.1901"
"87998","87997","87997","87997","3.1838","3.1838","3.1838"
"88015","88014","88014","88014","3.2086","3.2086","3.2086"
"88025","88024","88024","88024","3.2164","3.2164","3.2164"
"88036","88035","88035","88035","3.1989","3.1989","3.1989"
"88060","88059","88059","88059","3.6075","3.6075","3.6075"
"88071","88070","88070","88070","3.5044","3.5044","3.5044"
"88072","88071","88071","88071","3.4706","3.4706","3.4706"
"88093","88092","88092","88092","3.461","3.461","3.461"
"88096","88095","88095","88095","3.4579","3.4579","3.4579"
"88099","88098","88098","88098","3.4027","3.4027","3.4027"
"88104","88103","88103","88103","3.391","3.391","3.391"
"88106","88105","88105","88105","3.4218","3.4218","3.4218"
"88108","88107","88107","88107","3.4279","3.4279","3.4279"
"88118","88117","88117","88117","3.3901","3.3901","3.3901"
"88125","88124","88124","88124","3.3366","3.3366","3.3366"
"88155","88154","88154","88154","3.2492","3.2492","3.2492"
"88163","88162","88162","88162","3.2474","3.2474","3.2474"
"88177","88176","88176","88176","3.2364","3.2364","3.2364"
"88182","88181","88181","88181","3.2265","3.2265","3.2265"
"88204","88203","88203","88203","3.2143","3.2143","3.2143"
"88217","88216","88216","88216","3.2516","3.2516","3.2516"
"88227","88226","88226","88226","3.1929","3.1929","3.1929"
"88248","88247","88247","88247","3.2114","3.2114","3.2114"
"88253","88252","88252","88252","3.2012","3.2012","3.2012"
"88305","88304","88304","88304","3.1781","3.1781","3.1781"
"88308","88307","88307","88307","3.1899","3.1899","3.1899"
"88316","88315","88315","88315","3.1773","3.1773","3.1773"
"88317","88316","88316","88316","3.2033","3.2033","3.2033"
"88321","88320","88320","88320","3.2074","3.2074","3.2074"
"88323","88322","88322","88322","3.1977","3.1977","3.1977"
"88332","88331","88331","88331","3.188","3.188","3.188"
"88337","88336","88336","88336","3.1849","3.1849","3.1849"
"88340","88339","88339","88339","3.1528","3.1528","3.1528"
"88343","88342","88342","88342","3.1736","3.1736","3.1736"
"88357","88356","88356","88356","3.2057","3.2057","3.2057"
"88367","88366","88366","88366","3.1692","3.1692","3.1692"
"88372","88371","88371","88371","3.1728","3.1728","3.1728"
"88445","88444","88444","88444","3.1541","3.1541","3.1541"
"88447","88446","88446","88446","3.1946","3.1946","3.1946"
"88471","88470","88470","88470","3.1759","3.1759","3.1759"
"88489","88488","88488","88488","3.1903","3.1903","3.1903"
"88494","88493","88493","88493","3.1745","3.1745","3.1745"
"88495","88494","88494","88494","3.1965","3.1965","3.1965"
"88501","88500","88500","88500","3.1729","3.1729","3.1729"
"88502","88501","88501","88501","3.1623","3.1623","3.1623"
"88519","88518","88518","88518","3.1452","3.1452","3.1452"
"88536","88535","88535","88535","3.1493","3.1493","3.1493"
"88542","88541","88541","88541","3.1599","3.1599","3.1599"
"88544","88543","88543","88543","3.155","3.155","3.155"
"88553","88552","88552","88552","3.1796","3.1796","3.1796"
"88589","88588","88588","88588","3.1601","3.1601","3.1601"
"88591","88590","88590","88590","3.1432","3.1432","3.1432"
"88599","88598","88598","88598","3.1525","3.1525","3.1525"
"88619","88618","88618","88618","3.1401","3.1401","3.1401"
"88624","88623","88623","88623","3.1516","3.1516","3.1516"
"88635","88634","88634","88634","3.136","3.136","3.136"
"88659","88658","88658","88658","3.1321","3.1321","3.1321"
"88683","88682","88682","88682","3.1641","3.1641","3.1641"
"88686","88685","88685","88685","3.1489","3.1489","3.1489"
"88692","88691","88691","88691","3.1469","3.1469","3.1469"
"88702","88701","88701","88701","3.1295","3.1295","3.1295"
"88704","88703","88703","88703","3.1333","3.1333","3.1333"
"88721","88720","88720","88720","3.1426","3.1426","3.1426"
"88723","88722","88722","88722","3.1586","3.1586","3.1586"
"88740","88739","88739","88739","3.1327","3.1327","3.1327"
"88781","88780","88780","88780","3.1457","3.1457","3.1457"
"88782","88781","88781","88781","3.1339","3.1339","3.1339"
"88794","88793","88793","88793","3.1183","3.1183","3.1183"
"88795","88794","88794","88794","3.1122","3.1122","3.1122"
"88805","88804","88804","88804","3.1587","3.1587","3.1587"
"88823","88822","88822","88822","3.1112","3.1112","3.1112"
"88850","88849","88849","88849","3.1005","3.1005","3.1005"
"88853","88852","88852","88852","3.1604","3.1604","3.1604"
"88876","88875","88875","88875","3.1211","3.1211","3.1211"
"88893","88892","88892","88892","3.1145","3.1145","3.1145"
"88903","88902","88902","88902","3.1529","3.1529","3.1529"
"88916","88915","88915","88915","3.1156","3.1156","3.1156"
"88967","88966","88966","88966","3.1264","3.1264","3.1264"
"88969","88968","88968","88968","3.1226","3.1226","3.1226"
"88980","88979","88979","88979","3.117","3.117","3.117"
"88981","88980","88980","88980","3.1231","3.1231","3.1231"
"88988","88987","88987","88987","3.1212","3.1212","3.1212"
"88998","88997","88997","88997","3.0846","3.0846","3.0846"
"88999","88998","88998","88998","3.1214","3.1214","3.1214"
