"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - train/loss","MIN","MAX"
"70204","70203","70203","70203","3.057","3.057","3.057"
"70206","70205","70205","70205","3.0589","3.0589","3.0589"
"70216","70215","70215","70215","3.107","3.107","3.107"
"70252","70251","70251","70251","3.0563","3.0563","3.0563"
"70269","70268","70268","70268","3.078","3.078","3.078"
"70272","70271","70271","70271","3.0714","3.0714","3.0714"
"70277","70276","70276","70276","3.066","3.066","3.066"
"70304","70303","70303","70303","3.052","3.052","3.052"
"70308","70307","70307","70307","3.0565","3.0565","3.0565"
"70342","70341","70341","70341","3.041","3.041","3.041"
"70343","70342","70342","70342","3.0668","3.0668","3.0668"
"70347","70346","70346","70346","3.0564","3.0564","3.0564"
"70349","70348","70348","70348","3.0534","3.0534","3.0534"
"70350","70349","70349","70349","3.0462","3.0462","3.0462"
"70353","70352","70352","70352","3.0726","3.0726","3.0726"
"70370","70369","70369","70369","3.0562","3.0562","3.0562"
"70390","70389","70389","70389","3.0731","3.0731","3.0731"
"70395","70394","70394","70394","3.0708","3.0708","3.0708"
"70414","70413","70413","70413","3.0789","3.0789","3.0789"
"70415","70414","70414","70414","3.0776","3.0776","3.0776"
"70423","70422","70422","70422","3.0385","3.0385","3.0385"
"70429","70428","70428","70428","3.059","3.059","3.059"
"70440","70439","70439","70439","3.0344","3.0344","3.0344"
"70446","70445","70445","70445","3.0645","3.0645","3.0645"
"70447","70446","70446","70446","3.0123","3.0123","3.0123"
"70455","70454","70454","70454","3.0465","3.0465","3.0465"
"70460","70459","70459","70459","3.0624","3.0624","3.0624"
"70469","70468","70468","70468","3.0218","3.0218","3.0218"
"70470","70469","70469","70469","3.0637","3.0637","3.0637"
"70474","70473","70473","70473","3.0231","3.0231","3.0231"
"70489","70488","70488","70488","3.047","3.047","3.047"
"70504","70503","70503","70503","3.0491","3.0491","3.0491"
"70522","70521","70521","70521","3.054","3.054","3.054"
"70535","70534","70534","70534","3.057","3.057","3.057"
"70541","70540","70540","70540","3.0326","3.0326","3.0326"
"70544","70543","70543","70543","3.0534","3.0534","3.0534"
"70552","70551","70551","70551","3.0427","3.0427","3.0427"
"70575","70574","70574","70574","3.0574","3.0574","3.0574"
"70582","70581","70581","70581","3.095","3.095","3.095"
"70586","70585","70585","70585","3.0655","3.0655","3.0655"
"70591","70590","70590","70590","3.0861","3.0861","3.0861"
"70654","70653","70653","70653","6.3342","6.3342","6.3342"
"70661","70660","70660","70660","6.0938","6.0938","6.0938"
"70663","70662","70662","70662","6.0087","6.0087","6.0087"
"70693","70692","70692","70692","5.3953","5.3953","5.3953"
"70700","70699","70699","70699","5.721","5.721","5.721"
"70707","70706","70706","70706","5.3614","5.3614","5.3614"
"70734","70733","70733","70733","4.573","4.573","4.573"
"70743","70742","70742","70742","4.3809","4.3809","4.3809"
"70761","70760","70760","70760","4.1493","4.1493","4.1493"
"70776","70775","70775","70775","4.2621","4.2621","4.2621"
"70780","70779","70779","70779","4.2023","4.2023","4.2023"
"70819","70818","70818","70818","3.8667","3.8667","3.8667"
"70825","70824","70824","70824","3.8159","3.8159","3.8159"
"70826","70825","70825","70825","3.79","3.79","3.79"
"70835","70834","70834","70834","3.8056","3.8056","3.8056"
"70846","70845","70845","70845","3.7078","3.7078","3.7078"
"70863","70862","70862","70862","3.5945","3.5945","3.5945"
"70878","70877","70877","70877","3.5222","3.5222","3.5222"
"70891","70890","70890","70890","3.4547","3.4547","3.4547"
"70894","70893","70893","70893","3.4658","3.4658","3.4658"
"70900","70899","70899","70899","3.602","3.602","3.602"
"70902","70901","70901","70901","3.5795","3.5795","3.5795"
"70912","70911","70911","70911","3.5088","3.5088","3.5088"
"70920","70919","70919","70919","3.4564","3.4564","3.4564"
"70951","70950","70950","70950","3.3595","3.3595","3.3595"
"70956","70955","70955","70955","3.3318","3.3318","3.3318"
"70958","70957","70957","70957","3.3184","3.3184","3.3184"
"70961","70960","70960","70960","3.2853","3.2853","3.2853"
"70967","70966","70966","70966","3.3148","3.3148","3.3148"
"70970","70969","70969","70969","3.3112","3.3112","3.3112"
"70974","70973","70973","70973","3.3153","3.3153","3.3153"
"70980","70979","70979","70979","3.286","3.286","3.286"
"70981","70980","70980","70980","3.2977","3.2977","3.2977"
"71015","71014","71014","71014","3.2424","3.2424","3.2424"
"71027","71026","71026","71026","3.7031","3.7031","3.7031"
"71032","71031","71031","71031","3.446","3.446","3.446"
"71041","71040","71040","71040","3.4825","3.4825","3.4825"
"71044","71043","71043","71043","3.5132","3.5132","3.5132"
"71059","71058","71058","71058","3.3508","3.3508","3.3508"
"71067","71066","71066","71066","3.447","3.447","3.447"
"71077","71076","71076","71076","3.3634","3.3634","3.3634"
"71082","71081","71081","71081","3.3546","3.3546","3.3546"
"71101","71100","71100","71100","3.3115","3.3115","3.3115"
"71140","71139","71139","71139","3.2029","3.2029","3.2029"
"71151","71150","71150","71150","3.2287","3.2287","3.2287"
"71165","71164","71164","71164","3.202","3.202","3.202"
"71177","71176","71176","71176","3.1672","3.1672","3.1672"
"71183","71182","71182","71182","3.1885","3.1885","3.1885"
"71191","71190","71190","71190","3.1641","3.1641","3.1641"
"71194","71193","71193","71193","3.199","3.199","3.199"
"71201","71200","71200","71200","3.1808","3.1808","3.1808"
"71204","71203","71203","71203","3.1884","3.1884","3.1884"
"71213","71212","71212","71212","3.2041","3.2041","3.2041"
"71219","71218","71218","71218","3.1802","3.1802","3.1802"
"71252","71251","71251","71251","3.1685","3.1685","3.1685"
"71264","71263","71263","71263","3.1623","3.1623","3.1623"
"71275","71274","71274","71274","3.1242","3.1242","3.1242"
"71276","71275","71275","71275","3.1811","3.1811","3.1811"
"71283","71282","71282","71282","3.1291","3.1291","3.1291"
"71287","71286","71286","71286","3.1317","3.1317","3.1317"
"71299","71298","71298","71298","3.1422","3.1422","3.1422"
"71318","71317","71317","71317","3.1235","3.1235","3.1235"
"71322","71321","71321","71321","3.1325","3.1325","3.1325"
"71332","71331","71331","71331","3.1395","3.1395","3.1395"
"71341","71340","71340","71340","3.1217","3.1217","3.1217"
"71349","71348","71348","71348","3.0954","3.0954","3.0954"
"71406","71405","71405","71405","3.116","3.116","3.116"
"71427","71426","71426","71426","3.1147","3.1147","3.1147"
"71428","71427","71427","71427","3.13","3.13","3.13"
"71447","71446","71446","71446","3.126","3.126","3.126"
"71452","71451","71451","71451","3.0928","3.0928","3.0928"
"71465","71464","71464","71464","3.0958","3.0958","3.0958"
"71474","71473","71473","71473","3.1232","3.1232","3.1232"
"71508","71507","71507","71507","3.0836","3.0836","3.0836"
"71521","71520","71520","71520","3.1005","3.1005","3.1005"
"71536","71535","71535","71535","3.0718","3.0718","3.0718"
"71551","71550","71550","71550","3.1249","3.1249","3.1249"
"71563","71562","71562","71562","3.1048","3.1048","3.1048"
"71564","71563","71563","71563","3.0984","3.0984","3.0984"
"71567","71566","71566","71566","3.0883","3.0883","3.0883"
"71574","71573","71573","71573","3.0747","3.0747","3.0747"
"71595","71594","71594","71594","3.0829","3.0829","3.0829"
"71614","71613","71613","71613","3.1019","3.1019","3.1019"
"71617","71616","71616","71616","3.0608","3.0608","3.0608"
"71627","71626","71626","71626","3.0754","3.0754","3.0754"
"71638","71637","71637","71637","3.1108","3.1108","3.1108"
"71647","71646","71646","71646","3.1066","3.1066","3.1066"
"71650","71649","71649","71649","3.0947","3.0947","3.0947"
"71652","71651","71651","71651","3.1008","3.1008","3.1008"
"71664","71663","71663","71663","3.0619","3.0619","3.0619"
"71674","71673","71673","71673","3.0644","3.0644","3.0644"
"71675","71674","71674","71674","3.1035","3.1035","3.1035"
"71676","71675","71675","71675","3.0833","3.0833","3.0833"
"71687","71686","71686","71686","3.0705","3.0705","3.0705"
"71690","71689","71689","71689","3.1002","3.1002","3.1002"
"71694","71693","71693","71693","3.0788","3.0788","3.0788"
"71698","71697","71697","71697","3.0551","3.0551","3.0551"
"71701","71700","71700","71700","3.1076","3.1076","3.1076"
"71704","71703","71703","71703","3.1171","3.1171","3.1171"
"71707","71706","71706","71706","3.116","3.116","3.116"
"71718","71717","71717","71717","3.0878","3.0878","3.0878"
"71723","71722","71722","71722","3.0741","3.0741","3.0741"
"71738","71737","71737","71737","3.0896","3.0896","3.0896"
"71768","71767","71767","71767","3.078","3.078","3.078"
"71769","71768","71768","71768","3.057","3.057","3.057"
"71773","71772","71772","71772","3.069","3.069","3.069"
"71777","71776","71776","71776","3.0896","3.0896","3.0896"
"71782","71781","71781","71781","3.0733","3.0733","3.0733"
"71783","71782","71782","71782","3.0804","3.0804","3.0804"
"71819","71818","71818","71818","3.1058","3.1058","3.1058"
"71826","71825","71825","71825","3.0703","3.0703","3.0703"
"71844","71843","71843","71843","3.0287","3.0287","3.0287"
"71851","71850","71850","71850","3.0985","3.0985","3.0985"
"71855","71854","71854","71854","3.0543","3.0543","3.0543"
"71869","71868","71868","71868","3.0636","3.0636","3.0636"
"71870","71869","71869","71869","3.0435","3.0435","3.0435"
"71888","71887","71887","71887","3.0705","3.0705","3.0705"
"71918","71917","71917","71917","3.0639","3.0639","3.0639"
"71930","71929","71929","71929","3.1125","3.1125","3.1125"
"71932","71931","71931","71931","3.0731","3.0731","3.0731"
"71947","71946","71946","71946","3.0685","3.0685","3.0685"
"71957","71956","71956","71956","3.1047","3.1047","3.1047"
"71961","71960","71960","71960","3.0859","3.0859","3.0859"
"71963","71962","71962","71962","3.0736","3.0736","3.0736"
"71965","71964","71964","71964","3.0481","3.0481","3.0481"
"71972","71971","71971","71971","3.0871","3.0871","3.0871"
"71979","71978","71978","71978","3.0767","3.0767","3.0767"
"71986","71985","71985","71985","3.0758","3.0758","3.0758"
"71997","71996","71996","71996","3.0603","3.0603","3.0603"
"72005","72004","72004","72004","3.0932","3.0932","3.0932"
"72006","72005","72005","72005","3.0598","3.0598","3.0598"
"72028","72027","72027","72027","3.0691","3.0691","3.0691"
"72037","72036","72036","72036","3.0794","3.0794","3.0794"
"72050","72049","72049","72049","3.0354","3.0354","3.0354"
"72058","72057","72057","72057","3.0709","3.0709","3.0709"
"72061","72060","72060","72060","3.0795","3.0795","3.0795"
"72071","72070","72070","72070","3.0988","3.0988","3.0988"
"72102","72101","72101","72101","3.0761","3.0761","3.0761"
"72126","72125","72125","72125","3.0442","3.0442","3.0442"
"72134","72133","72133","72133","3.0972","3.0972","3.0972"
"72135","72134","72134","72134","3.0736","3.0736","3.0736"
"72158","72157","72157","72157","3.0617","3.0617","3.0617"
"72169","72168","72168","72168","3.0746","3.0746","3.0746"
"72178","72177","72177","72177","3.0738","3.0738","3.0738"
"72191","72190","72190","72190","3.0681","3.0681","3.0681"
"72196","72195","72195","72195","3.0653","3.0653","3.0653"
"72203","72202","72202","72202","3.0534","3.0534","3.0534"
"72208","72207","72207","72207","3.0482","3.0482","3.0482"
"72224","72223","72223","72223","3.0669","3.0669","3.0669"
"72240","72239","72239","72239","3.0841","3.0841","3.0841"
"72250","72249","72249","72249","3.0532","3.0532","3.0532"
"72254","72253","72253","72253","3.1078","3.1078","3.1078"
"72259","72258","72258","72258","3.0781","3.0781","3.0781"
"72270","72269","72269","72269","3.0853","3.0853","3.0853"
"72285","72284","72284","72284","3.069","3.069","3.069"
"72291","72290","72290","72290","3.0666","3.0666","3.0666"
"72304","72303","72303","72303","3.0801","3.0801","3.0801"
"72306","72305","72305","72305","3.0822","3.0822","3.0822"
"72307","72306","72306","72306","3.0486","3.0486","3.0486"
"72320","72319","72319","72319","3.0611","3.0611","3.0611"
"72328","72327","72327","72327","3.0685","3.0685","3.0685"
"72332","72331","72331","72331","3.0606","3.0606","3.0606"
"72347","72346","72346","72346","3.0685","3.0685","3.0685"
"72350","72349","72349","72349","3.075","3.075","3.075"
"72359","72358","72358","72358","3.0684","3.0684","3.0684"
"72372","72371","72371","72371","3.0812","3.0812","3.0812"
"72376","72375","72375","72375","3.0701","3.0701","3.0701"
"72380","72379","72379","72379","3.0779","3.0779","3.0779"
"72386","72385","72385","72385","3.0514","3.0514","3.0514"
"72404","72403","72403","72403","3.064","3.064","3.064"
"72426","72425","72425","72425","3.0669","3.0669","3.0669"
"72443","72442","72442","72442","3.0618","3.0618","3.0618"
"72468","72467","72467","72467","3.0745","3.0745","3.0745"
"72480","72479","72479","72479","3.0945","3.0945","3.0945"
"72485","72484","72484","72484","3.0544","3.0544","3.0544"
"72500","72499","72499","72499","3.0554","3.0554","3.0554"
"72509","72508","72508","72508","3.0908","3.0908","3.0908"
"72526","72525","72525","72525","3.1016","3.1016","3.1016"
"72530","72529","72529","72529","3.0651","3.0651","3.0651"
"72532","72531","72531","72531","3.0835","3.0835","3.0835"
"72538","72537","72537","72537","3.0508","3.0508","3.0508"
"72539","72538","72538","72538","3.0754","3.0754","3.0754"
"72558","72557","72557","72557","3.0492","3.0492","3.0492"
"72564","72563","72563","72563","3.0677","3.0677","3.0677"
"72573","72572","72572","72572","3.0759","3.0759","3.0759"
"72575","72574","72574","72574","3.052","3.052","3.052"
"72576","72575","72575","72575","3.0647","3.0647","3.0647"
"72586","72585","72585","72585","3.0718","3.0718","3.0718"
"72587","72586","72586","72586","3.0396","3.0396","3.0396"
"72595","72594","72594","72594","3.0887","3.0887","3.0887"
"72603","72602","72602","72602","3.0636","3.0636","3.0636"
"72620","72619","72619","72619","3.0544","3.0544","3.0544"
"72621","72620","72620","72620","3.0692","3.0692","3.0692"
"72644","72643","72643","72643","3.0826","3.0826","3.0826"
"72645","72644","72644","72644","3.0563","3.0563","3.0563"
"72647","72646","72646","72646","3.0516","3.0516","3.0516"
"72662","72661","72661","72661","3.0786","3.0786","3.0786"
"72668","72667","72667","72667","3.0588","3.0588","3.0588"
"72670","72669","72669","72669","3.06","3.06","3.06"
"72677","72676","72676","72676","3.0827","3.0827","3.0827"
"72716","72715","72715","72715","3.0633","3.0633","3.0633"
"72725","72724","72724","72724","3.0854","3.0854","3.0854"
"72728","72727","72727","72727","3.064","3.064","3.064"
"72731","72730","72730","72730","3.0888","3.0888","3.0888"
"72738","72737","72737","72737","3.0476","3.0476","3.0476"
"72753","72752","72752","72752","3.0703","3.0703","3.0703"
"72754","72753","72753","72753","3.0652","3.0652","3.0652"
"72782","72781","72781","72781","3.0708","3.0708","3.0708"
"72784","72783","72783","72783","3.0642","3.0642","3.0642"
"72805","72804","72804","72804","3.0294","3.0294","3.0294"
"72818","72817","72817","72817","3.0982","3.0982","3.0982"
"72829","72828","72828","72828","3.0624","3.0624","3.0624"
"72845","72844","72844","72844","3.0695","3.0695","3.0695"
"72847","72846","72846","72846","3.0616","3.0616","3.0616"
"72860","72859","72859","72859","3.0884","3.0884","3.0884"
"72866","72865","72865","72865","3.061","3.061","3.061"
"72869","72868","72868","72868","3.039","3.039","3.039"
"72870","72869","72869","72869","3.0794","3.0794","3.0794"
"72879","72878","72878","72878","3.0918","3.0918","3.0918"
"72880","72879","72879","72879","3.0428","3.0428","3.0428"
"72908","72907","72907","72907","3.0686","3.0686","3.0686"
"72947","72946","72946","72946","3.0729","3.0729","3.0729"
"72948","72947","72947","72947","3.0509","3.0509","3.0509"
"72955","72954","72954","72954","3.0822","3.0822","3.0822"
"72958","72957","72957","72957","3.0623","3.0623","3.0623"
"72964","72963","72963","72963","3.0596","3.0596","3.0596"
"72971","72970","72970","72970","3.0748","3.0748","3.0748"
"72985","72984","72984","72984","3.078","3.078","3.078"
"72993","72992","72992","72992","3.1009","3.1009","3.1009"
"73008","73007","73007","73007","3.0554","3.0554","3.0554"
"73019","73018","73018","73018","3.0808","3.0808","3.0808"
"73025","73024","73024","73024","3.0841","3.0841","3.0841"
"73027","73026","73026","73026","3.0412","3.0412","3.0412"
"73070","73069","73069","73069","3.0643","3.0643","3.0643"
"73083","73082","73082","73082","3.0433","3.0433","3.0433"
"73088","73087","73087","73087","3.0668","3.0668","3.0668"
"73099","73098","73098","73098","3.0262","3.0262","3.0262"
"73138","73137","73137","73137","3.0932","3.0932","3.0932"
"73141","73140","73140","73140","3.0374","3.0374","3.0374"
"73143","73142","73142","73142","3.06","3.06","3.06"
"73157","73156","73156","73156","3.0473","3.0473","3.0473"
"73158","73157","73157","73157","3.0625","3.0625","3.0625"
"73165","73164","73164","73164","3.0634","3.0634","3.0634"
"73167","73166","73166","73166","3.0312","3.0312","3.0312"
"73174","73173","73173","73173","3.043","3.043","3.043"
"73175","73174","73174","73174","3.0659","3.0659","3.0659"
"73198","73197","73197","73197","3.0561","3.0561","3.0561"
"73200","73199","73199","73199","3.0345","3.0345","3.0345"
"73222","73221","73221","73221","3.0566","3.0566","3.0566"
"73250","73249","73249","73249","3.0635","3.0635","3.0635"
"73291","73290","73290","73290","3.0746","3.0746","3.0746"
"73307","73306","73306","73306","3.0568","3.0568","3.0568"
"73312","73311","73311","73311","3.0729","3.0729","3.0729"
"73317","73316","73316","73316","3.0315","3.0315","3.0315"
"73332","73331","73331","73331","3.0672","3.0672","3.0672"
"73357","73356","73356","73356","3.0737","3.0737","3.0737"
"73365","73364","73364","73364","3.0401","3.0401","3.0401"
"73372","73371","73371","73371","3.0368","3.0368","3.0368"
"73374","73373","73373","73373","3.0564","3.0564","3.0564"
"73394","73393","73393","73393","3.0535","3.0535","3.0535"
"73403","73402","73402","73402","3.0445","3.0445","3.0445"
"73416","73415","73415","73415","3.0907","3.0907","3.0907"
"73430","73429","73429","73429","3.0517","3.0517","3.0517"
"73434","73433","73433","73433","3.0502","3.0502","3.0502"
"73450","73449","73449","73449","3.0128","3.0128","3.0128"
"73455","73454","73454","73454","3.0688","3.0688","3.0688"
"73457","73456","73456","73456","3.0367","3.0367","3.0367"
"73464","73463","73463","73463","3.0534","3.0534","3.0534"
"73473","73472","73472","73472","3.0646","3.0646","3.0646"
"73492","73491","73491","73491","3.0829","3.0829","3.0829"
"73497","73496","73496","73496","3.0523","3.0523","3.0523"
"73521","73520","73520","73520","3.0557","3.0557","3.0557"
"73531","73530","73530","73530","3.0823","3.0823","3.0823"
"73534","73533","73533","73533","3.0657","3.0657","3.0657"
"73549","73548","73548","73548","3.0757","3.0757","3.0757"
"73550","73549","73549","73549","3.0658","3.0658","3.0658"
"73556","73555","73555","73555","3.0799","3.0799","3.0799"
"73564","73563","73563","73563","3.0735","3.0735","3.0735"
"73573","73572","73572","73572","3.0636","3.0636","3.0636"
"73574","73573","73573","73573","3.0661","3.0661","3.0661"
"73588","73587","73587","73587","3.0512","3.0512","3.0512"
"73597","73596","73596","73596","3.0401","3.0401","3.0401"
"73601","73600","73600","73600","3.0871","3.0871","3.0871"
"73614","73613","73613","73613","3.0573","3.0573","3.0573"
"73628","73627","73627","73627","3.0784","3.0784","3.0784"
"73641","73640","73640","73640","3.0553","3.0553","3.0553"
"73644","73643","73643","73643","3.0369","3.0369","3.0369"
"73645","73644","73644","73644","3.0437","3.0437","3.0437"
"73650","73649","73649","73649","3.0844","3.0844","3.0844"
"73678","73677","73677","73677","3.0582","3.0582","3.0582"
"73681","73680","73680","73680","3.05","3.05","3.05"
"73684","73683","73683","73683","3.0471","3.0471","3.0471"
"73689","73688","73688","73688","3.0398","3.0398","3.0398"
"73695","73694","73694","73694","3.0728","3.0728","3.0728"
"73708","73707","73707","73707","3.0514","3.0514","3.0514"
"73711","73710","73710","73710","3.0458","3.0458","3.0458"
"73712","73711","73711","73711","3.0648","3.0648","3.0648"
"73725","73724","73724","73724","3.0716","3.0716","3.0716"
"73747","73746","73746","73746","3.0537","3.0537","3.0537"
"73751","73750","73750","73750","3.0575","3.0575","3.0575"
"73778","73777","73777","73777","3.0621","3.0621","3.0621"
"73793","73792","73792","73792","3.0633","3.0633","3.0633"
"73810","73809","73809","73809","3.0807","3.0807","3.0807"
"73814","73813","73813","73813","3.0457","3.0457","3.0457"
"73829","73828","73828","73828","3.0694","3.0694","3.0694"
"73859","73858","73858","73858","3.0522","3.0522","3.0522"
"73864","73863","73863","73863","3.0494","3.0494","3.0494"
"73867","73866","73866","73866","3.0634","3.0634","3.0634"
"73886","73885","73885","73885","3.0474","3.0474","3.0474"
"73887","73886","73886","73886","3.0499","3.0499","3.0499"
"73889","73888","73888","73888","3.0514","3.0514","3.0514"
"73893","73892","73892","73892","3.0534","3.0534","3.0534"
"73899","73898","73898","73898","3.0694","3.0694","3.0694"
"73930","73929","73929","73929","3.0608","3.0608","3.0608"
"73945","73944","73944","73944","3.0665","3.0665","3.0665"
"73948","73947","73947","73947","3.0572","3.0572","3.0572"
"73955","73954","73954","73954","3.0663","3.0663","3.0663"
"73984","73983","73983","73983","3.0451","3.0451","3.0451"
"74005","74004","74004","74004","3.0785","3.0785","3.0785"
"74014","74013","74013","74013","3.0542","3.0542","3.0542"
"74021","74020","74020","74020","3.0448","3.0448","3.0448"
"74039","74038","74038","74038","3.0295","3.0295","3.0295"
"74054","74053","74053","74053","3.0699","3.0699","3.0699"
"74065","74064","74064","74064","3.0295","3.0295","3.0295"
"74072","74071","74071","74071","3.0664","3.0664","3.0664"
"74094","74093","74093","74093","3.0759","3.0759","3.0759"
"74106","74105","74105","74105","3.1028","3.1028","3.1028"
"74109","74108","74108","74108","3.0675","3.0675","3.0675"
"74111","74110","74110","74110","3.0826","3.0826","3.0826"
"74119","74118","74118","74118","3.0524","3.0524","3.0524"
"74156","74155","74155","74155","3.0702","3.0702","3.0702"
"74158","74157","74157","74157","3.0454","3.0454","3.0454"
"74161","74160","74160","74160","3.0355","3.0355","3.0355"
"74177","74176","74176","74176","3.0598","3.0598","3.0598"
"74186","74185","74185","74185","3.0904","3.0904","3.0904"
"74202","74201","74201","74201","3.0664","3.0664","3.0664"
"74216","74215","74215","74215","3.0635","3.0635","3.0635"
"74221","74220","74220","74220","3.0405","3.0405","3.0405"
"74229","74228","74228","74228","3.0709","3.0709","3.0709"
"74231","74230","74230","74230","3.0421","3.0421","3.0421"
"74232","74231","74231","74231","3.03","3.03","3.03"
"74239","74238","74238","74238","3.0372","3.0372","3.0372"
"74240","74239","74239","74239","3.0433","3.0433","3.0433"
"74258","74257","74257","74257","3.0789","3.0789","3.0789"
"74279","74278","74278","74278","3.0604","3.0604","3.0604"
"74287","74286","74286","74286","3.0774","3.0774","3.0774"
"74321","74320","74320","74320","3.0713","3.0713","3.0713"
"74322","74321","74321","74321","3.0688","3.0688","3.0688"
"74333","74332","74332","74332","3.0735","3.0735","3.0735"
"74372","74371","74371","74371","3.052","3.052","3.052"
"74380","74379","74379","74379","3.0415","3.0415","3.0415"
"74388","74387","74387","74387","3.0448","3.0448","3.0448"
"74397","74396","74396","74396","3.0528","3.0528","3.0528"
"74406","74405","74405","74405","3.0497","3.0497","3.0497"
"74415","74414","74414","74414","3.0782","3.0782","3.0782"
"74419","74418","74418","74418","3.0559","3.0559","3.0559"
"74438","74437","74437","74437","3.0451","3.0451","3.0451"
"74439","74438","74438","74438","3.0498","3.0498","3.0498"
"74452","74451","74451","74451","3.0439","3.0439","3.0439"
"74470","74469","74469","74469","3.0557","3.0557","3.0557"
"74485","74484","74484","74484","3.0642","3.0642","3.0642"
"74490","74489","74489","74489","3.038","3.038","3.038"
"74494","74493","74493","74493","3.0423","3.0423","3.0423"
"74503","74502","74502","74502","3.0458","3.0458","3.0458"
"74509","74508","74508","74508","3.0498","3.0498","3.0498"
"74512","74511","74511","74511","3.0394","3.0394","3.0394"
"74526","74525","74525","74525","3.0609","3.0609","3.0609"
"74554","74553","74553","74553","3.0276","3.0276","3.0276"
"74557","74556","74556","74556","3.0749","3.0749","3.0749"
"74563","74562","74562","74562","3.0716","3.0716","3.0716"
"74568","74567","74567","74567","3.0528","3.0528","3.0528"
"74570","74569","74569","74569","3.0584","3.0584","3.0584"
"74586","74585","74585","74585","3.0456","3.0456","3.0456"
"74606","74605","74605","74605","3.0699","3.0699","3.0699"
"74617","74616","74616","74616","3.0598","3.0598","3.0598"
"74620","74619","74619","74619","3.0297","3.0297","3.0297"
"74625","74624","74624","74624","3.0328","3.0328","3.0328"
"74637","74636","74636","74636","3.08","3.08","3.08"
"74666","74665","74665","74665","3.0554","3.0554","3.0554"
"74674","74673","74673","74673","3.0748","3.0748","3.0748"
"74677","74676","74676","74676","3.0608","3.0608","3.0608"
"74706","74705","74705","74705","3.0605","3.0605","3.0605"
"74707","74706","74706","74706","3.0617","3.0617","3.0617"
"74718","74717","74717","74717","3.0411","3.0411","3.0411"
"74721","74720","74720","74720","3.05","3.05","3.05"
"74734","74733","74733","74733","3.0447","3.0447","3.0447"
"74738","74737","74737","74737","3.0447","3.0447","3.0447"
"74743","74742","74742","74742","3.0395","3.0395","3.0395"
"74749","74748","74748","74748","3.0647","3.0647","3.0647"
"74765","74764","74764","74764","3.0536","3.0536","3.0536"
"74789","74788","74788","74788","3.0518","3.0518","3.0518"
"74797","74796","74796","74796","3.055","3.055","3.055"
"74810","74809","74809","74809","3.0197","3.0197","3.0197"
"74811","74810","74810","74810","3.041","3.041","3.041"
"74823","74822","74822","74822","3.0453","3.0453","3.0453"
"74836","74835","74835","74835","3.0414","3.0414","3.0414"
"74854","74853","74853","74853","3.0489","3.0489","3.0489"
"74863","74862","74862","74862","3.0531","3.0531","3.0531"
"74870","74869","74869","74869","3.0411","3.0411","3.0411"
"74886","74885","74885","74885","3.0998","3.0998","3.0998"
"74904","74903","74903","74903","3.064","3.064","3.064"
"74923","74922","74922","74922","3.0533","3.0533","3.0533"
"74925","74924","74924","74924","3.0625","3.0625","3.0625"
"74932","74931","74931","74931","3.0506","3.0506","3.0506"
"74940","74939","74939","74939","3.0644","3.0644","3.0644"
"74943","74942","74942","74942","3.0649","3.0649","3.0649"
"74946","74945","74945","74945","3.0391","3.0391","3.0391"
"74994","74993","74993","74993","3.054","3.054","3.054"
"75006","75005","75005","75005","3.0659","3.0659","3.0659"
"75010","75009","75009","75009","3.0457","3.0457","3.0457"
"75012","75011","75011","75011","3.0437","3.0437","3.0437"
"75019","75018","75018","75018","3.0581","3.0581","3.0581"
"75025","75024","75024","75024","3.0386","3.0386","3.0386"
"75027","75026","75026","75026","3.0267","3.0267","3.0267"
"75038","75037","75037","75037","3.0439","3.0439","3.0439"
"75039","75038","75038","75038","3.0489","3.0489","3.0489"
"75040","75039","75039","75039","3.0591","3.0591","3.0591"
"75055","75054","75054","75054","3.0558","3.0558","3.0558"
"75067","75066","75066","75066","3.0392","3.0392","3.0392"
"75086","75085","75085","75085","3.0541","3.0541","3.0541"
"75087","75086","75086","75086","3.0629","3.0629","3.0629"
"75097","75096","75096","75096","3.049","3.049","3.049"
"75101","75100","75100","75100","3.0651","3.0651","3.0651"
"75102","75101","75101","75101","3.0924","3.0924","3.0924"
"75104","75103","75103","75103","3.084","3.084","3.084"
"75105","75104","75104","75104","3.056","3.056","3.056"
"75109","75108","75108","75108","3.0573","3.0573","3.0573"
"75123","75122","75122","75122","3.0413","3.0413","3.0413"
"75142","75141","75141","75141","3.0569","3.0569","3.0569"
"75165","75164","75164","75164","3.0508","3.0508","3.0508"
"75188","75187","75187","75187","3.0471","3.0471","3.0471"
"75194","75193","75193","75193","3.0615","3.0615","3.0615"
"75213","75212","75212","75212","3.039","3.039","3.039"
"75222","75221","75221","75221","3.0443","3.0443","3.0443"
"75224","75223","75223","75223","3.0855","3.0855","3.0855"
"75226","75225","75225","75225","3.0397","3.0397","3.0397"
"75232","75231","75231","75231","3.0504","3.0504","3.0504"
"75238","75237","75237","75237","3.0837","3.0837","3.0837"
"75247","75246","75246","75246","3.057","3.057","3.057"
"75248","75247","75247","75247","3.0517","3.0517","3.0517"
