"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - train/loss","MIN","MAX"
"4963","4962","4962","4962","7.9223","7.9223","7.9223"
"4965","4964","4964","4964","12.6246","12.6246","12.6246"
"4990","4989","4989","4989","6.9686","6.9686","6.9686"
"4999","4998","4998","4998","6.7774","6.7774","6.7774"
"5000","4999","4999","4999","6.7695","6.7695","6.7695"
"5005","5004","5004","5004","6.679","6.679","6.679"
"5022","5021","5021","5021","6.4539","6.4539","6.4539"
"5027","5026","5026","5026","6.4198","6.4198","6.4198"
"5043","5042","5042","5042","6.3144","6.3144","6.3144"
"5069","5068","5068","5068","6.0303","6.0303","6.0303"
"5071","5070","5070","5070","6.0801","6.0801","6.0801"
"5072","5071","5071","5071","5.9914","5.9914","5.9914"
"5087","5086","5086","5086","5.8584","5.8584","5.8584"
"5109","5108","5108","5108","5.6162","5.6162","5.6162"
"5110","5109","5109","5109","5.5928","5.5928","5.5928"
"5123","5122","5122","5122","5.4216","5.4216","5.4216"
"5149","5148","5148","5148","4.9066","4.9066","4.9066"
"5164","5163","5163","5163","4.5173","4.5173","4.5173"
"5172","5171","5171","5171","4.3809","4.3809","4.3809"
"5190","5189","5189","5189","4.2048","4.2048","4.2048"
"5191","5190","5190","5190","4.1913","4.1913","4.1913"
"5199","5198","5198","5198","4.2595","4.2595","4.2595"
"5210","5209","5209","5209","4.0486","4.0486","4.0486"
"5214","5213","5213","5213","4.0228","4.0228","4.0228"
"5215","5214","5214","5214","4.004","4.004","4.004"
"5251","5250","5250","5250","3.8797","3.8797","3.8797"
"5265","5264","5264","5264","3.7753","3.7753","3.7753"
"5276","5275","5275","5275","3.7153","3.7153","3.7153"
"5281","5280","5280","5280","3.7171","3.7171","3.7171"
"5284","5283","5283","5283","3.7128","3.7128","3.7128"
"5297","5296","5296","5296","3.6825","3.6825","3.6825"
"5317","5316","5316","5316","3.6402","3.6402","3.6402"
"5318","5317","5317","5317","3.6064","3.6064","3.6064"
"5324","5323","5323","5323","3.5963","3.5963","3.5963"
"5325","5324","5324","5324","3.6117","3.6117","3.6117"
"5329","5328","5328","5328","3.5979","3.5979","3.5979"
"5333","5332","5332","5332","3.5985","3.5985","3.5985"
"5349","5348","5348","5348","3.5792","3.5792","3.5792"
"5358","5357","5357","5357","3.5573","3.5573","3.5573"
"5369","5368","5368","5368","3.5483","3.5483","3.5483"
"5375","5374","5374","5374","3.5305","3.5305","3.5305"
"5378","5377","5377","5377","3.543","3.543","3.543"
"5380","5379","5379","5379","3.513","3.513","3.513"
"5387","5386","5386","5386","3.5067","3.5067","3.5067"
"5391","5390","5390","5390","3.5083","3.5083","3.5083"
"5399","5398","5398","5398","3.522","3.522","3.522"
"5400","5399","5399","5399","3.5341","3.5341","3.5341"
"5403","5402","5402","5402","3.5047","3.5047","3.5047"
"5409","5408","5408","5408","3.4524","3.4524","3.4524"
"5433","5432","5432","5432","3.4601","3.4601","3.4601"
"5450","5449","5449","5449","3.4901","3.4901","3.4901"
"5455","5454","5454","5454","3.497","3.497","3.497"
"5456","5455","5455","5455","3.4704","3.4704","3.4704"
"5471","5470","5470","5470","3.5251","3.5251","3.5251"
"5476","5475","5475","5475","4.8545","4.8545","4.8545"
"5481","5480","5480","5480","5.3151","5.3151","5.3151"
"5485","5484","5484","5484","5.2625","5.2625","5.2625"
"5498","5497","5497","5497","4.549","4.549","4.549"
"5502","5501","5501","5501","4.3901","4.3901","4.3901"
"5505","5504","5504","5504","4.3047","4.3047","4.3047"
"5520","5519","5519","5519","4.272","4.272","4.272"
"5528","5527","5527","5527","4.0858","4.0858","4.0858"
"5556","5555","5555","5555","3.8064","3.8064","3.8064"
"5565","5564","5564","5564","3.7884","3.7884","3.7884"
"5607","5606","5606","5606","3.6874","3.6874","3.6874"
"5626","5625","5625","5625","3.6358","3.6358","3.6358"
"5628","5627","5627","5627","3.6328","3.6328","3.6328"
"5640","5639","5639","5639","3.9289","3.9289","3.9289"
"5644","5643","5643","5643","3.8347","3.8347","3.8347"
"5645","5644","5644","5644","3.8097","3.8097","3.8097"
"5658","5657","5657","5657","3.7033","3.7033","3.7033"
"5660","5659","5659","5659","3.6943","3.6943","3.6943"
"5669","5668","5668","5668","3.6044","3.6044","3.6044"
"5677","5676","5676","5676","3.6149","3.6149","3.6149"
"5678","5677","5677","5677","3.607","3.607","3.607"
"5691","5690","5690","5690","3.6027","3.6027","3.6027"
"5695","5694","5694","5694","3.5644","3.5644","3.5644"
"5699","5698","5698","5698","3.5758","3.5758","3.5758"
"5700","5699","5699","5699","3.5547","3.5547","3.5547"
"5709","5708","5708","5708","3.56","3.56","3.56"
"5716","5715","5715","5715","3.5633","3.5633","3.5633"
"5718","5717","5717","5717","3.5586","3.5586","3.5586"
"5730","5729","5729","5729","3.5073","3.5073","3.5073"
"5740","5739","5739","5739","3.5193","3.5193","3.5193"
"5745","5744","5744","5744","3.529","3.529","3.529"
"5748","5747","5747","5747","3.5584","3.5584","3.5584"
"5753","5752","5752","5752","3.5214","3.5214","3.5214"
"5754","5753","5753","5753","3.5179","3.5179","3.5179"
"5767","5766","5766","5766","3.5039","3.5039","3.5039"
"5787","5786","5786","5786","3.4779","3.4779","3.4779"
"5795","5794","5794","5794","3.5318","3.5318","3.5318"
"5799","5798","5798","5798","3.5099","3.5099","3.5099"
"5821","5820","5820","5820","3.4973","3.4973","3.4973"
"5823","5822","5822","5822","3.4917","3.4917","3.4917"
"5829","5828","5828","5828","3.491","3.491","3.491"
"5831","5830","5830","5830","3.4536","3.4536","3.4536"
"5832","5831","5831","5831","3.4954","3.4954","3.4954"
"5848","5847","5847","5847","3.4722","3.4722","3.4722"
"5856","5855","5855","5855","3.468","3.468","3.468"
"5866","5865","5865","5865","3.4769","3.4769","3.4769"
"5871","5870","5870","5870","3.4611","3.4611","3.4611"
"5896","5895","5895","5895","3.4712","3.4712","3.4712"
"5905","5904","5904","5904","3.4527","3.4527","3.4527"
"5914","5913","5913","5913","3.4673","3.4673","3.4673"
"5919","5918","5918","5918","3.4428","3.4428","3.4428"
"5934","5933","5933","5933","3.4782","3.4782","3.4782"
"5940","5939","5939","5939","3.4614","3.4614","3.4614"
"5950","5949","5949","5949","3.447","3.447","3.447"
"5963","5962","5962","5962","3.4417","3.4417","3.4417"
"5970","5969","5969","5969","3.4277","3.4277","3.4277"
"5977","5976","5976","5976","3.442","3.442","3.442"
"5979","5978","5978","5978","3.4412","3.4412","3.4412"
"5980","5979","5979","5979","3.4208","3.4208","3.4208"
"5985","5984","5984","5984","3.4463","3.4463","3.4463"
"5994","5993","5993","5993","3.4154","3.4154","3.4154"
"6010","6009","6009","6009","3.4253","3.4253","3.4253"
"6023","6022","6022","6022","3.428","3.428","3.428"
"6025","6024","6024","6024","3.46","3.46","3.46"
"6027","6026","6026","6026","3.4251","3.4251","3.4251"
"6050","6049","6049","6049","3.4248","3.4248","3.4248"
"6051","6050","6050","6050","3.4391","3.4391","3.4391"
"6070","6069","6069","6069","3.4182","3.4182","3.4182"
"6075","6074","6074","6074","3.435","3.435","3.435"
"6076","6075","6075","6075","3.4182","3.4182","3.4182"
"6078","6077","6077","6077","3.4237","3.4237","3.4237"
"6079","6078","6078","6078","3.4233","3.4233","3.4233"
"6101","6100","6100","6100","3.442","3.442","3.442"
"6103","6102","6102","6102","3.4289","3.4289","3.4289"
"6135","6134","6134","6134","3.4159","3.4159","3.4159"
"6136","6135","6135","6135","3.3972","3.3972","3.3972"
"6141","6140","6140","6140","3.374","3.374","3.374"
"6159","6158","6158","6158","3.3898","3.3898","3.3898"
"6166","6165","6165","6165","3.423","3.423","3.423"
"6176","6175","6175","6175","3.4066","3.4066","3.4066"
"6181","6180","6180","6180","3.4167","3.4167","3.4167"
"6190","6189","6189","6189","3.4222","3.4222","3.4222"
"6199","6198","6198","6198","3.409","3.409","3.409"
"6236","6235","6235","6235","3.4002","3.4002","3.4002"
"6238","6237","6237","6237","3.3914","3.3914","3.3914"
"6244","6243","6243","6243","3.4181","3.4181","3.4181"
"6247","6246","6246","6246","3.3927","3.3927","3.3927"
"6269","6268","6268","6268","3.3625","3.3625","3.3625"
"6300","6299","6299","6299","3.4219","3.4219","3.4219"
"6302","6301","6301","6301","3.3953","3.3953","3.3953"
"6346","6345","6345","6345","3.3784","3.3784","3.3784"
"6355","6354","6354","6354","3.378","3.378","3.378"
"6380","6379","6379","6379","3.3594","3.3594","3.3594"
"6387","6386","6386","6386","3.3649","3.3649","3.3649"
"6391","6390","6390","6390","3.3879","3.3879","3.3879"
"6394","6393","6393","6393","3.3739","3.3739","3.3739"
"6418","6417","6417","6417","3.3503","3.3503","3.3503"
"6430","6429","6429","6429","3.3464","3.3464","3.3464"
"6435","6434","6434","6434","3.3501","3.3501","3.3501"
"6437","6436","6436","6436","3.3699","3.3699","3.3699"
"6439","6438","6438","6438","3.3597","3.3597","3.3597"
"6456","6455","6455","6455","3.3767","3.3767","3.3767"
"6459","6458","6458","6458","3.3724","3.3724","3.3724"
"6460","6459","6459","6459","3.3526","3.3526","3.3526"
"6465","6464","6464","6464","3.3433","3.3433","3.3433"
"6483","6482","6482","6482","3.3603","3.3603","3.3603"
"6509","6508","6508","6508","3.3394","3.3394","3.3394"
"6551","6550","6550","6550","3.3414","3.3414","3.3414"
"6593","6592","6592","6592","3.3433","3.3433","3.3433"
"6601","6600","6600","6600","3.3449","3.3449","3.3449"
"6628","6627","6627","6627","3.3649","3.3649","3.3649"
"6653","6652","6652","6652","3.3653","3.3653","3.3653"
"6663","6662","6662","6662","3.4008","3.4008","3.4008"
"6675","6674","6674","6674","3.3044","3.3044","3.3044"
"6677","6676","6676","6676","3.3601","3.3601","3.3601"
"6688","6687","6687","6687","3.3286","3.3286","3.3286"
"6707","6706","6706","6706","3.3173","3.3173","3.3173"
"6723","6722","6722","6722","3.355","3.355","3.355"
"6727","6726","6726","6726","3.3373","3.3373","3.3373"
"6742","6741","6741","6741","3.3433","3.3433","3.3433"
"6744","6743","6743","6743","3.3492","3.3492","3.3492"
"6757","6756","6756","6756","3.3404","3.3404","3.3404"
"6760","6759","6759","6759","3.3474","3.3474","3.3474"
"6772","6771","6771","6771","3.3468","3.3468","3.3468"
"6775","6774","6774","6774","3.3476","3.3476","3.3476"
"6776","6775","6775","6775","3.3657","3.3657","3.3657"
"6788","6787","6787","6787","3.3467","3.3467","3.3467"
"6801","6800","6800","6800","3.3132","3.3132","3.3132"
"6830","6829","6829","6829","3.3309","3.3309","3.3309"
"6839","6838","6838","6838","3.3155","3.3155","3.3155"
"6841","6840","6840","6840","3.3371","3.3371","3.3371"
"6849","6848","6848","6848","3.3157","3.3157","3.3157"
"6859","6858","6858","6858","3.3088","3.3088","3.3088"
"6861","6860","6860","6860","3.315","3.315","3.315"
"6864","6863","6863","6863","3.3335","3.3335","3.3335"
"6878","6877","6877","6877","3.305","3.305","3.305"
"6906","6905","6905","6905","3.2941","3.2941","3.2941"
"6939","6938","6938","6938","3.3202","3.3202","3.3202"
"6946","6945","6945","6945","3.3239","3.3239","3.3239"
"6948","6947","6947","6947","3.3313","3.3313","3.3313"
"6952","6951","6951","6951","3.347","3.347","3.347"
"6954","6953","6953","6953","3.2909","3.2909","3.2909"
"6979","6978","6978","6978","3.3365","3.3365","3.3365"
"6992","6991","6991","6991","3.2975","3.2975","3.2975"
"7012","7011","7011","7011","3.3268","3.3268","3.3268"
"7014","7013","7013","7013","3.2941","3.2941","3.2941"
"7031","7030","7030","7030","3.2904","3.2904","3.2904"
"7037","7036","7036","7036","3.3031","3.3031","3.3031"
"7041","7040","7040","7040","3.3145","3.3145","3.3145"
"7049","7048","7048","7048","3.3123","3.3123","3.3123"
"7063","7062","7062","7062","3.3205","3.3205","3.3205"
"7072","7071","7071","7071","3.3077","3.3077","3.3077"
"7099","7098","7098","7098","3.3235","3.3235","3.3235"
"7116","7115","7115","7115","3.3048","3.3048","3.3048"
"7124","7123","7123","7123","3.2909","3.2909","3.2909"
"7128","7127","7127","7127","3.2894","3.2894","3.2894"
"7150","7149","7149","7149","3.3102","3.3102","3.3102"
"7159","7158","7158","7158","3.3111","3.3111","3.3111"
"7169","7168","7168","7168","3.3001","3.3001","3.3001"
"7178","7177","7177","7177","3.2772","3.2772","3.2772"
"7187","7186","7186","7186","3.3059","3.3059","3.3059"
"7204","7203","7203","7203","3.3292","3.3292","3.3292"
"7216","7215","7215","7215","3.3144","3.3144","3.3144"
"7217","7216","7216","7216","3.3087","3.3087","3.3087"
"7219","7218","7218","7218","3.2867","3.2867","3.2867"
"7226","7225","7225","7225","3.3072","3.3072","3.3072"
"7232","7231","7231","7231","3.3052","3.3052","3.3052"
"7254","7253","7253","7253","3.321","3.321","3.321"
"7268","7267","7267","7267","3.322","3.322","3.322"
"7275","7274","7274","7274","3.2892","3.2892","3.2892"
"7292","7291","7291","7291","3.3004","3.3004","3.3004"
"7297","7296","7296","7296","3.3206","3.3206","3.3206"
"7306","7305","7305","7305","3.32","3.32","3.32"
"7313","7312","7312","7312","3.3088","3.3088","3.3088"
"7323","7322","7322","7322","3.3094","3.3094","3.3094"
"7343","7342","7342","7342","3.3133","3.3133","3.3133"
"7344","7343","7343","7343","3.3056","3.3056","3.3056"
"7345","7344","7344","7344","3.2783","3.2783","3.2783"
"7352","7351","7351","7351","3.2961","3.2961","3.2961"
"7372","7371","7371","7371","3.3124","3.3124","3.3124"
"7373","7372","7372","7372","3.3188","3.3188","3.3188"
"7380","7379","7379","7379","3.2731","3.2731","3.2731"
"7401","7400","7400","7400","3.2745","3.2745","3.2745"
"7402","7401","7401","7401","3.2928","3.2928","3.2928"
"7442","7441","7441","7441","3.3019","3.3019","3.3019"
"7459","7458","7458","7458","3.284","3.284","3.284"
"7485","7484","7484","7484","3.2825","3.2825","3.2825"
"7498","7497","7497","7497","3.2857","3.2857","3.2857"
"7504","7503","7503","7503","3.2861","3.2861","3.2861"
"7512","7511","7511","7511","3.309","3.309","3.309"
"7517","7516","7516","7516","3.291","3.291","3.291"
"7518","7517","7517","7517","3.2728","3.2728","3.2728"
"7528","7527","7527","7527","3.3034","3.3034","3.3034"
"7529","7528","7528","7528","3.2786","3.2786","3.2786"
"7535","7534","7534","7534","3.294","3.294","3.294"
"7557","7556","7556","7556","3.2821","3.2821","3.2821"
"7559","7558","7558","7558","3.2581","3.2581","3.2581"
"7570","7569","7569","7569","3.2712","3.2712","3.2712"
"7571","7570","7570","7570","3.2666","3.2666","3.2666"
"7581","7580","7580","7580","3.286","3.286","3.286"
"7585","7584","7584","7584","3.2923","3.2923","3.2923"
"7592","7591","7591","7591","3.2962","3.2962","3.2962"
"7596","7595","7595","7595","3.2585","3.2585","3.2585"
"7598","7597","7597","7597","3.2944","3.2944","3.2944"
"7600","7599","7599","7599","3.2872","3.2872","3.2872"
"7605","7604","7604","7604","3.2841","3.2841","3.2841"
"7608","7607","7607","7607","3.3136","3.3136","3.3136"
"7636","7635","7635","7635","3.2571","3.2571","3.2571"
"7669","7668","7668","7668","3.292","3.292","3.292"
"7681","7680","7680","7680","3.2794","3.2794","3.2794"
"7686","7685","7685","7685","3.2777","3.2777","3.2777"
"7700","7699","7699","7699","3.2882","3.2882","3.2882"
"7701","7700","7700","7700","3.2671","3.2671","3.2671"
"7708","7707","7707","7707","3.3007","3.3007","3.3007"
"7722","7721","7721","7721","3.2907","3.2907","3.2907"
"7732","7731","7731","7731","3.2832","3.2832","3.2832"
"7764","7763","7763","7763","3.293","3.293","3.293"
"7765","7764","7764","7764","3.2733","3.2733","3.2733"
"7775","7774","7774","7774","3.2839","3.2839","3.2839"
"7781","7780","7780","7780","3.2528","3.2528","3.2528"
"7792","7791","7791","7791","3.2565","3.2565","3.2565"
"7795","7794","7794","7794","3.2527","3.2527","3.2527"
"7803","7802","7802","7802","3.2636","3.2636","3.2636"
"7811","7810","7810","7810","3.2701","3.2701","3.2701"
"7845","7844","7844","7844","3.3198","3.3198","3.3198"
"7851","7850","7850","7850","3.4759","3.4759","3.4759"
"7858","7857","7857","7857","10.9959","10.9959","10.9959"
"7863","7862","7862","7862","8.5806","8.5806","8.5806"
"7879","7878","7878","7878","6.9835","6.9835","6.9835"
"7904","7903","7903","7903","6.4804","6.4804","6.4804"
"7915","7914","7914","7914","6.2273","6.2273","6.2273"
"7933","7932","7932","7932","5.9412","5.9412","5.9412"
"7943","7942","7942","7942","5.7863","5.7863","5.7863"
"7954","7953","7953","7953","5.5869","5.5869","5.5869"
"7960","7959","7959","7959","5.3542","5.3542","5.3542"
"7967","7966","7966","7966","5.2761","5.2761","5.2761"
"7988","7987","7987","7987","4.3881","4.3881","4.3881"
"8015","8014","8014","8014","4.1605","4.1605","4.1605"
"8018","8017","8017","8017","4.0753","4.0753","4.0753"
"8044","8043","8043","8043","4.0091","4.0091","4.0091"
"8046","8045","8045","8045","3.9997","3.9997","3.9997"
"8075","8074","8074","8074","5.6613","5.6613","5.6613"
"8078","8077","8077","8077","4.1358","4.1358","4.1358"
"8099","8098","8098","8098","3.8268","3.8268","3.8268"
"8105","8104","8104","8104","3.7858","3.7858","3.7858"
"8122","8121","8121","8121","3.6666","3.6666","3.6666"
"8129","8128","8128","8128","3.6224","3.6224","3.6224"
"8138","8137","8137","8137","3.6057","3.6057","3.6057"
"8156","8155","8155","8155","3.5734","3.5734","3.5734"
"8160","8159","8159","8159","3.5637","3.5637","3.5637"
"8173","8172","8172","8172","3.5783","3.5783","3.5783"
"8177","8176","8176","8176","3.5189","3.5189","3.5189"
"8203","8202","8202","8202","3.5006","3.5006","3.5006"
"8206","8205","8205","8205","3.5378","3.5378","3.5378"
"8224","8223","8223","8223","3.473","3.473","3.473"
"8245","8244","8244","8244","3.4396","3.4396","3.4396"
"8285","8284","8284","8284","3.4175","3.4175","3.4175"
"8295","8294","8294","8294","3.3979","3.3979","3.3979"
"8320","8319","8319","8319","3.3651","3.3651","3.3651"
"8326","8325","8325","8325","3.3854","3.3854","3.3854"
"8335","8334","8334","8334","3.382","3.382","3.382"
"8347","8346","8346","8346","3.3792","3.3792","3.3792"
"8348","8347","8347","8347","3.3517","3.3517","3.3517"
"8365","8364","8364","8364","3.3941","3.3941","3.3941"
"8375","8374","8374","8374","3.4561","3.4561","3.4561"
"8405","8404","8404","8404","3.4183","3.4183","3.4183"
"8406","8405","8405","8405","3.4087","3.4087","3.4087"
"8425","8424","8424","8424","3.3903","3.3903","3.3903"
"8429","8428","8428","8428","3.3683","3.3683","3.3683"
"8431","8430","8430","8430","3.3632","3.3632","3.3632"
"8435","8434","8434","8434","3.3692","3.3692","3.3692"
"8440","8439","8439","8439","3.3823","3.3823","3.3823"
"8450","8449","8449","8449","3.3479","3.3479","3.3479"
"8452","8451","8451","8451","3.3511","3.3511","3.3511"
"8480","8479","8479","8479","3.3543","3.3543","3.3543"
"8488","8487","8487","8487","3.312","3.312","3.312"
"8492","8491","8491","8491","3.3406","3.3406","3.3406"
"8494","8493","8493","8493","3.3355","3.3355","3.3355"
"8512","8511","8511","8511","3.3683","3.3683","3.3683"
"8521","8520","8520","8520","3.3455","3.3455","3.3455"
"8530","8529","8529","8529","3.3321","3.3321","3.3321"
"8532","8531","8531","8531","3.3132","3.3132","3.3132"
"8537","8536","8536","8536","3.3075","3.3075","3.3075"
"8574","8573","8573","8573","3.3093","3.3093","3.3093"
"8582","8581","8581","8581","3.3342","3.3342","3.3342"
"8590","8589","8589","8589","3.3135","3.3135","3.3135"
"8593","8592","8592","8592","3.3555","3.3555","3.3555"
"8611","8610","8610","8610","3.3272","3.3272","3.3272"
"8618","8617","8617","8617","3.322","3.322","3.322"
"8635","8634","8634","8634","3.3212","3.3212","3.3212"
"8653","8652","8652","8652","3.3018","3.3018","3.3018"
"8657","8656","8656","8656","3.3432","3.3432","3.3432"
"8658","8657","8657","8657","3.3044","3.3044","3.3044"
"8672","8671","8671","8671","3.3011","3.3011","3.3011"
"8673","8672","8672","8672","3.3054","3.3054","3.3054"
"8674","8673","8673","8673","3.32","3.32","3.32"
"8684","8683","8683","8683","3.3131","3.3131","3.3131"
"8691","8690","8690","8690","3.2918","3.2918","3.2918"
"8719","8718","8718","8718","3.3011","3.3011","3.3011"
"8742","8741","8741","8741","3.2806","3.2806","3.2806"
"8755","8754","8754","8754","3.2893","3.2893","3.2893"
"8757","8756","8756","8756","3.3175","3.3175","3.3175"
"8762","8761","8761","8761","3.2759","3.2759","3.2759"
"8764","8763","8763","8763","3.276","3.276","3.276"
"8773","8772","8772","8772","3.3195","3.3195","3.3195"
"8780","8779","8779","8779","3.2844","3.2844","3.2844"
"8781","8780","8780","8780","3.2929","3.2929","3.2929"
"8809","8808","8808","8808","3.2837","3.2837","3.2837"
"8817","8816","8816","8816","3.2785","3.2785","3.2785"
"8820","8819","8819","8819","3.292","3.292","3.292"
